Date,State,Dead,Injured,Total,Description
09/06/2019,Tennessee,1,3,4,One was killed and three others were injured in a shooting at a nightclub.
09/06/2019,New York,0,4,4,Four people were injured in a shooting after a dispute.
09/06/2019,Ohio,1,3,4,"One person was killed and three wounded, after the perpetrator opened fire on a crowd gathered in Kerruish Park."
08/06/2019,Washington,5,0,5,Five people were killed after the perpetrator opened fire on the Yakama Indian Reservation.
08/06/2019,Illinois,0,4,4,Four people were wounded in the Humbdolt neighborhood after an altercation with the suspect.
07/06/2019,Texas,0,5,5,"Five people were taken to the hospital after the suspect fired shots at the ground, indirectly wounding them."
06/06/2019,Illinois,1,3,4,One man was killed and three others wounded when a secondary vehicle pulled up next to vehicle and opened fire on Lake Shore Drive.
05/06/2019,California,0,4,4,"A teenager opened fire at a soccer park, wounding an 11-year-old boy and three others."
01/06/2019,Virginia,1,3,4,One person was killed and three were critically injured in an overnight shooting.
01/06/2019,Illinois,0,4,4,An adult male and three teenagers were wounded in a shooting in the Austin community of Chicago.
01/06/2019,Illinois,0,4,4,Four men were wounded in two separate locations near Northwestern University's Gold Coast campus.
01/06/2019,Georgia,0,5,5,Police discovered three individuals wounded after responding to a shooting; an additional two were transported via personal vehicles to the hospital.
01/06/2019,Georgia,0,4,4,Three men and a woman were injured after a suspect opened fire at a block party.
01/06/2019,South Carolina,0,5,5,Five men were wounded in a shooting at a car wash.
31/05/2019,Virginia,13,4,17,2019 Virginia Beach shooting: A gunman killed 12 people and injured four others at a city public works building. The gunman died at the scene after being shot by police.
30/05/2019,Illinois,0,5,5,Five people were wounded after a vehicle pulled up to a large gathering and opened fire.
29/05/2019,Texas,2,3,5,"A man shot three employees at a local plumbing company, killing one before exchanging gunfire with a sheriff's deputy, also injuring him before committing suicide."
27/05/2019,New Jersey,1,5,6,"Police responded to a shooting on Walnut Avenue, and found one teenager deceased and five adults injured."
27/05/2019,"Washington, D.C.",0,5,5,A boy and four others were wounded in a shooting in the Barry Farm neighborhood.
26/05/2019,California,1,3,4,Police discovered one person deceased and three injured after responding to reports of a shooting.
26/05/2019,Virginia,0,5,5,"Multiple shooters reportedly opened fire at a block party, injuring five people."
26/05/2019,"Washington, D.C.",1,3,4,One teenager was killed and two women and a child were injured after being shot in a parking lot.
26/05/2019,Illinois,2,3,5,"Several people were gathered outside of a party when a man opened fire, killing two and wounding three."
25/05/2019,Oklahoma,0,5,5,"Five people were wounded in a parking lot, after an SUV pulled up and its occupants began shooting."
25/05/2019,Maryland,0,4,4,"Four people, including a teenager were found shot in McElderry Park."
25/05/2019,Virginia,1,9,10,"Police responded to a noise complaint at a large party, and discovered ten people with gunshot wounds. One later died from their injuries."
25/05/2019,New Jersey,0,10,10,Ten people were wounded in a shooting at a bar.
20/05/2019,Louisiana,1,4,5,One teenager was killed and five were injured in a shooting.
20/05/2019,Ohio,0,4,4,Four people were injured in a shooting in the Hilltop neighborhood.
20/05/2019,Oklahoma,2,2,4,"A man opened fire on a group of people, killing two and wounding two others at an apartment complex."
19/05/2019,Oregon,0,5,5,Five people were wounded after gunfire erupted at a warehouse party.
18/05/2019,Mississippi,1,5,6,One person was killed and five were injured in a shooting during a family dispute.
18/05/2019,Iowa,2,2,4,Two people were killed and two were wounded after an assailant shot into a vehicle outside of a tobacco store.
18/05/2019,Alabama,1,8,9,One person was killed and eight were wounded at a high school graduation party when a gunman opened fire during a fight.
18/05/2019,California,1,5,6,A 57-year-old woman was killed and five others were wounded during a vigil at a local bar.
18/05/2019,North Carolina,1,5,6,One man was killed and five were wounded at an overnight block party.
18/05/2019,Indiana,0,7,7,Seven people were wounded at a house party near the campus of Ball State University.
17/05/2019,California,1,4,5,"A woman and three others, including a 4-year-old boy were wounded in what police presume was a targeted shooting. One of the victims later died from their injuries."
16/05/2019,Ohio,0,4,4,"Four people, including two teenagers were wounded in a shooting."
15/05/2019,Louisiana,0,4,4,"Four people, including two children were wounded during an altercation between two men in a strip mall parking lot."
13/05/2019,Missouri,4,1,5,"Three people were killed and two were critically injured in a shooting at a home. One victim died of their injuries days later, taking the death toll to four."
13/05/2019,Louisiana,0,4,4,Three men and a teenager were wounded in a drive-by shooting in the Central City neighborhood.
11/05/2019,New Jersey,0,4,4,"A person began shooting at an event that was originally reported to be a rap concert and subsequently described as a birthday party. Four people were injured by the gunfire, and a fifth person suffered a head injury after falling."
11/05/2019,Pennsylvania,0,4,4,Four people were wounded in a shooting inside of a residence. The perpetrator was later arrested.
10/05/2019,Missouri,0,6,6,"A shooting was reported near Farragut Elementary School, where two men were discovered wounded, and an additional four were identified at the hospital."
10/05/2019,Pennsylvania,0,5,5,A large group of adult men were ambushed by three teenagers who came out of a breezeway and shot and injured five of them.
08/05/2019,Indiana,0,4,4,Four people were wounded in a shooting near the northwest side of Indianapolis.
07/05/2019,Colorado,1,8,9,"STEM School Highlands Ranch shooting: Authorities responded to the STEM School Highlands Ranch, at about 1:50 pm on a report of shots fired. One student was fatally shot and eight others were injured; two suspects were taken into custody by police."
05/05/2019,New Jersey,1,4,5,"Just before 4 am, officers discovered one person deceased and four people wounded, after a fight potentially escalated."
05/05/2019,California,0,6,6,Officers responded to a call and discovered six individuals wounded by gunfire; the victims were transported to local hospitals for treatment.
04/05/2019,Missouri,1,4,5,Five people were shot inside of a vehicle; the incident resulted in one death and four injuries.
04/05/2019,Indiana,0,4,4,Three teens and one man were injured after a fight involving between 20 and 30 individuals.
04/05/2019,Delaware,0,4,4,Four people were wounded in a shooting at West 27th and Tatnall Streets.
03/05/2019,Maryland,0,4,4,Four people were injured and discovered after a Shot Spotter gunfire alert notified police to the location.
03/05/2019,Maryland,0,5,5,"Emergency responders discovered a female and two young children injured, and two men were later identified as being wounded in the same incident."
03/05/2019,Texas,1,3,4,Four men were discovered shot at Cherrywood Park after a drive-by shooting; one of the victims died from their injuries.
01/05/2019,Massachusetts,1,3,4,One person was killed and three were wounded while sitting in a parked car in Boston's Dorchester neighborhood.
30/04/2019,North Carolina,2,4,6,"University of North Carolina at Charlotte shooting: Six people were shot, two fatally, on the last day of classes at the University of North Carolina at Charlotte. The student gunman was taken into custody after he was tackled by one of the students in the classroom. He had several more loaded magazines in a backpack."
28/04/2019,Ohio,4,0,4,"Four family members, three women and one man, were found shot to death in an apartment. The suspect remains at large."
28/04/2019,Tennessee,0,7,7,Two men got into an altercation at a party and exchanged gunfire; seven people were wounded in the crossfire.
28/04/2019,Alabama,0,4,4,"A suspect in a vehicle opened fire on patrons outside of a nightclub, injuring four."
28/04/2019,Maryland,1,7,8,One person was killed and seven were wounded when a gunman opened fire on two cookouts at an intersection.
27/04/2019,Mississippi,1,3,4,One person was killed and three were injured in a shooting in south Jackson.
27/04/2019,Michigan,0,4,4,Four people were wounded in an overnight shooting.
27/04/2019,California,1,3,4,Poway synagogue shooting: One person was killed and at least three were wounded by a shooter at the Chabad of Poway synagogue.
26/04/2019,Oklahoma,0,4,4,"Investigators attempted to make contact with the suspect in relation to another crime, he then began to open fire, injuring three children and himself."
21/04/2019,Pennsylvania,0,4,4,Four people were wounded in the Grays Ferry Section of the city.
21/04/2019,California,0,4,4,Four seniors were wounded by gunfire after a suspect opened fire in the vehicle behind them.
20/04/2019,Tennessee,0,7,7,Seven people were wounded in a shooting that police believe occurred after a large fight.
20/04/2019,Texas,0,4,4,A disturbance in a neighborhood escalated into a shooting; four men were wounded.
19/04/2019,Kansas,0,4,4,"Two suspects fired multiple shots at people attending a party, injuring four."
18/04/2019,Kentucky,0,4,4,Four people in a vehicle were wounded when they were shot at by at least one person in another car.
16/04/2019,Maryland,1,3,4,A drive-by shooting killed an 18-year-old male and wounded three other men in a cul-de-sac.
14/04/2019,California,0,4,4,"A man opened fire inside of a bar following a disturbance, wounding four patrons."
14/04/2019,California,1,3,4,One man was killed and three were injured in an early morning shooting.
14/04/2019,Florida,2,2,4,Two women were killed and another man and woman were wounded in a drive-by shooting outside of Miami's Liberty City neighborhood.
12/04/2019,Illinois,0,4,4,Four people were injured in a shooting outside of a restaurant and bar.
11/04/2019,Arizona,3,2,5,"A man killed his wife, two of his daughters, and another man, and injured two people who came to try to help one of the victims. All of the victims were shot, with the exception of one of his daughters who was killed by blunt force trauma."
11/04/2019,California,1,4,5,One person was killed and four were wounded when suspects fired at them from a car in the Watts neighborhood of Los Angeles.
11/04/2019,Maryland,0,4,4,Four men were wounded in a shooting near Druid Hill Park.
09/04/2019,Missouri,0,4,4,Police found four people with gunshot wounds in front of a residence.
07/04/2019,Louisiana,0,4,4,Four people were wounded in a shooting at a mobile home park.
07/04/2019,Indiana,2,3,5,Two people were killed and three were wounded in a shooting at a motorcycle club hangout.
07/04/2019,North Carolina,0,6,6,Six people were wounded in a shooting outside of a local bar.
07/04/2019,Delaware,0,6,6,Six young men were wounded in a shooting in the city's East Side district.
06/04/2019,Illinois,0,6,6,At least six people were injured in a shooting at a baby shower.
06/04/2019,Florida,0,4,4,Four Florida A&M University students were injured in a shooting following an argument at a house party.
04/04/2019,Florida,1,3,4,One person was killed and three were found with gunshot injuries in Panama City.
04/04/2019,Georgia,3,2,5,Two officers responding to a suspected hostage situation were wounded and three individuals were later found deceased in a murder–suicide.
02/04/2019,Mississippi,0,4,4,A man shot four people in a drive-by shooting outside of a convenience store.
02/04/2019,Kentucky,0,5,5,Five people were wounded in a drive-by shooting at an intersection.
31/03/2019,Illinois,1,4,5,One person was killed and four people were wounded in a shooting in East Garfield Park.
31/03/2019,Georgia,1,4,5,One person was killed and four were wounded during a house party.
31/03/2019,South Carolina,0,7,7,Seven people were wounded in a shooting at an overnight house party.
28/03/2019,Maryland,0,4,4,Four people were wounded in a shooting near a playground.
25/03/2019,Nevada,0,5,5,An after-school fight led to a shooting in a neighborhood; five teenagers were wounded.
24/03/2019,California,1,5,6,A shooting occurred near the Fillmore Heritage Center around 8:40 pm local time; one person was killed and five others were injured.
24/03/2019,Arizona,0,7,7,"During a warehouse party, a fight broke out and escalated into a shooting; seven people were wounded."
19/03/2019,Arizona,2,4,6,An argument at a house party ended in a shooting when the perpetrator returned to the party and killed two and wounded four before fleeing.
17/03/2019,Georgia,0,4,4,"Four people were wounded after an argument, although the shooter claims that it was in self-defense to being randomly attacked."
17/03/2019,Nevada,0,4,4,Four people were wounded at the El Cortez Hotel and Casino in an early morning shooting. The suspect was later arrested.
17/03/2019,Georgia,1,3,4,"In the early morning, two groups were involved in a dispute, which ended with one person killed and three people wounded."
16/03/2019,New Jersey,1,3,4,"One man was killed and three others were wounded following a shooting at a ""residential speakeasy""."
15/03/2019,Alabama,2,3,5,Two men were killed and three others were wounded in an overnight shooting behind a home. The suspect was arrested the next day.
14/03/2019,Montana,1,3,4,"One person was fatally shot and three others were wounded, including a Montana Highway Patrol trooper following a road rage incident."
13/03/2019,Illinois,1,3,4,One person was killed and three were wounded after gunfire erupted in a nightclub.
11/03/2019,New Jersey,0,4,4,Four men were wounded in a shooting inside of a local liquor store.
10/03/2019,Colorado,1,4,5,"A conflict between two individuals escalated into a shooting; one man was killed, and four others were injured."
10/03/2019,Louisiana,0,4,4,Three children and one adult were wounded in a drive-by shooting.
03/03/2019,California,0,4,4,Four people were injured in a shooting at a sports bar following a fight.
03/03/2019,Illinois,0,6,6,Six people were injured in a shooting at a bar following a fight.
02/03/2019,Arkansas,1,4,5,One person was killed and four other were wounded at a party when shots were fired into a home.
28/02/2019,Illinois,4,0,4,Two adults and their 6 and 1-year-old children were killed in an apparent murder suicide.
28/02/2019,California,1,4,5,One person was killed and four others were wounded in a shooting near a gas station.
22/02/2019,Alabama,2,2,4,Two people were killed and two were injured in a shooting at a party in a home.
21/02/2019,Kentucky,2,2,4,Two people were killed and two others were found wounded in two separate shootings believed to be perpetrated by the same man.
21/02/2019,Maryland,1,4,5,"Officers on patrol responded to gunshots, and upon investigation discovered a deceased male and four wounded victims."
21/02/2019,Texas,2,2,4,A gunman perched on the roof of a home killed two and wounded two after an argument led to the incident.
20/02/2019,Tennessee,0,4,4,Three adults and a teenager were injured inside a home in a presumed targeted shooting.
18/02/2019,Michigan,4,0,4,"A 28-year-old woman killed her three children, ages 8, 6 and 2, before killing herself."
17/02/2019,Indiana,0,5,5,Five people were wounded after shots were fired outside of a bar. Two suspects were taken into custody by police.
17/02/2019,Texas,2,2,4,"Two people were wounded and two were killed in a shooting at an apartment complex. The suspect was later arrested in Bienville Parish, Louisiana."
17/02/2019,Louisiana,1,5,6,"After police attempted to arrest a suspect, a gunfight broke out, and led to one person being killed and five being wounded."
16/02/2019,Mississippi,4,0,5,"Police responded to a domestic dispute at a residence; upon arrival, the suspect fired shots at officers leading to a 12-hour hostage standoff. Four people were killed, and the suspect was taken into custody and later died."
15/02/2019,Illinois,6,6,12,"Aurora, Illinois shooting: A man opened fire in his workplace, killing five employees, and injuring five police officers and a civilian before being killed by police."
14/02/2019,Florida,2,2,4,"After a fight broke out near a basketball court at a park, multiple people started shooting at each other. Two people were killed, and two were wounded."
11/02/2019,Texas,5,0,5,"A family member heard sounds of gunfire, and upon investigation, found four adults and one toddler deceased."
09/02/2019,Virginia,0,4,4,Four people were injured in a shooting outside of an apartment complex.
06/02/2019,New York,1,3,4,A man was killed and three others were injured after a shooting in the lobby of an apartment building around 10:30 pm ET.
06/02/2019,Ohio,1,3,4,One man was killed and three others were injured after a shooting broke out in Cleveland's Clark–Fulton neighborhood.
05/02/2019,Texas,2,2,4,"A man and woman were killed and two others injured after the shooter kicked open an apartment door and shot inside, before fleeing."
04/02/2019,"Washington, D.C.",0,5,5,Four men and an elementary-school-age girl were injured in a shooting at a bus stop.
04/02/2019,Louisiana,0,4,4,Four people were wounded in an early morning shooting.
03/02/2019,Illinois,2,5,7,"Around 2 am local time, two people were killed and five people were wounded in a drive-by shooting after a fight outside of a club."
01/02/2019,California,0,4,4,A fight broke out at a house party and shots were fired; four people were wounded.
28/01/2019,Texas,2,4,6,Pecan Park Raid: Four police officers were shot while serving a warrant in southeast Houston. The two homeowners were killed.
27/01/2019,Alabama,0,5,5,"Police responded to a call and discovered five people with gunshot wounds, along with two of the victims sustaining life-threatening injuries."
26/01/2019,New Jersey,1,3,4,"A gunman opened fire on individuals attending a candlelight vigil, killing one, and wounding three others."
26/01/2019,Indiana,0,5,5,"A man was asked to leave a bar; shortly after, he came back and shot five people, critically wounding two."
26/01/2019,Georgia,0,4,4,"Two people were found with bullet wounds in front of a residence, and two more arrived at a hospital with gunshot injuries from the same shooting."
26/01/2019,Louisiana,5,0,5,"January 2019 Louisiana shootings: A 21-year-old man killed five people, including his parents, in two parishes in Louisiana. The suspect fled to Virginia and was arrested the next day."
24/01/2019,Pennsylvania,4,1,5,"A man killed two people and injured one inside a local bar, then drove away and broke into a home and killed the homeowner before killing himself."
24/01/2019,Georgia,4,1,5,A man killed four individuals and injured another in two separate shootings.
23/01/2019,Florida,5,0,5,2019 Sebring shooting: At least five people were killed in a hostage incident and shooting at a bank. The suspect was taken into custody by police.
20/01/2019,Florida,0,4,4,Three adults and a child were wounded in a shooting while attending a block party.
19/01/2019,South Carolina,1,4,5,One person was killed and four others were wounded in a shooting at a nightclub.
19/01/2019,Florida,3,2,5,A man killed two people and injured two more before killing himself.
19/01/2019,Pennsylvania,0,4,4,"In an apparent targeted shooting, four individuals were discovered shot in a building."
19/01/2019,Illinois,0,4,4,"Early in the morning, three women and a man were involved in a fight and were injured in the ensuing shooting."
19/01/2019,Texas,3,2,5,Three people were killed and two more were injured by a homeowner in a possible attempted home invasion.
17/01/2019,Kentucky,3,1,4,Three people were killed and another person was wounded in a shooting at a home. Two men were arrested in relation to the shooting.
16/01/2019,Florida,1,5,6,"A man was killed and five other people were injured in a shooting. The Mayor of Jacksonville described the shooting as gang-related, although this characterization has been disputed by the sister of the deceased man."
16/01/2019,California,3,1,4,Three people were killed and another one was wounded in a shooting.
15/01/2019,Arkansas,1,4,5,"An argument over a gun inside a local ice cream shop led to a shooting. One man was killed and four others, including the suspected shooter, were injured."
13/01/2019,Arizona,1,5,6,"An argument at a motel escalated into a shooting. One person was killed, and five others were injured."
06/01/2019,New Mexico,0,4,4,A man injured four people in a shooting following an argument at a party. He was arrested the same day.
04/01/2019,Virginia,3,2,5,A man killed his wife and son in their home and injured two people who were inside a vehicle before killing himself.
04/01/2019,Texas,1,3,4,A man injured his brother and two friends before being killed by a police officer.
04/01/2019,California,3,4,7,"An argument at the Torrance bowling alley escalated into a fight and three people were killed by gunshots, at least four others were wounded.  A suspect who was out of prison on parole has been arrested."
03/01/2019,Texas,3,1,4,Three children under the age of six were found deceased along with a wounded woman in an apparent home invasion.
02/01/2019,Arkansas,1,3,4,A 16-year-old boy was killed and three others were wounded during a home invasion.
01/01/2019,South Carolina,0,5,5,Five people were shot and wounded outside of a nightclub around 6am local time.
01/01/2019,Florida,0,5,5,Five people were shot and wounded around 3am local time at the University Village Shopping Center.
